UniProtID,well,value
P10265,H5,640.1026
P10265,H6,612.4709
P10266,A1,8.4265
P10266,A2,9.0869
P10266,A3,10.2800
P10266,A4,10.0722
P10266,A5,8.8751
P10266,A6,11.0286
P10266,B1,12.1425
P10266,B2,10.0988
P10266,B3,11.1796
P10266,B4,8.2985
P10266,B5,10.4394
P10266,B6,10.6426
P10266,C1,9.5787
P10266,C2,9.9373
P10266,C3,10.2274
P10266,C4,10.6416
P10266,C5,10.4808
P10266,C6,9.9322
P10266,D1,10.2964
P10266,D2,8.6250
P10266,D3,11.3740
P10266,D4,10.0531
P10266,D6,10.7117
P10266,E1,9.1350
P10266,E2,8.7461
P10266,E3,10.3156
P10266,E4,10.4592
P10266,E5,9.4177
P10266,E6,10.4886
P10266,F1,9.2016
P10266,F2,10.3520
P10266,F3,9.6231
P10266,F4,11.1507
P10266,F5,9.1971
P10266,F6,10.2472
P10266,G1,10.2100
P10266,G2,9.6609
P10266,G3,8.5299
P10266,G4,11.2944
P10266,G5,10.2045
P10266,G6,9.2052
P10266,H1,9.3991
P10266,H2,9.9560
P10266,H3,9.0335
P10266,H4,11.2263
P10266,H5,10.7301
P10266,H6,10.6537
P10267,A1,972.7304
P10267,A2,721.3360
P10267,A3,945.8175
P10267,A4,835.4390
P10267,A5,777.1543
P10267,A6,993.5403
P10267,B1,823.4846
P10267,B2,767.4073
P10267,B3,778.2149
P10267,B4,902.4607
P10267,B5,983.8926
P10267,B6,773.0438
P10267,C1,966.7830
P10267,C2,802.8115
P10267,C3,1007.4637
P10267,C4,859.2494
P10267,C5,895.4468
P10267,C6,713.1732
P10267,D1,746.6405
P10267,D2,895.9143
P10267,D3,707.2959
P10267,D4,783.6787
P10267,D5,932.6103
P10267,D6,764.6467
P10267,E1,972.7360
P10267,E2,780.5559
P10267,E3,932.3553
P10267,E4,783.4057
P10267,E5,861.7674
P10267,E6,870.8604
P10267,F1,803.6694
P10267,F2,707.4700
P10267,F3,989.3669
P10267,F4,893.0820
P10267,F5,815.1947
P10267,F6,788.2318
P10267,G1,703.6176
P10267,G2,823.1686
P10267,G3,723.1399
P10267,G4,747.1472
P10267,G5,815.5707
P10267,G6,774.7584
P10267,H1,1033.3640
P10267,H2,721.7792
P10267,H3,849.9615
P10267,H4,801.4417
P10267,H5,1000.1151
P10267,H6,681.8539
P10268,A1,2574.4033
P10268,A2,2735.3813
P10268,A3,2657.9214
P10268,A4,2327.1349
P10268,A5,2095.2389
P10268,A6,2128.2109
P10268,B1,1367.2918
P10268,B2,1615.6324
P10268,B3,1535.4322
P10268,B4,3053.5667
P10268,B5,3244.9865
P10268,B6,3162.0350
P10268,C1,2334.9736
P10268,C2,2449.5324
P10268,C3,1801.8815
P10268,C4,1478.4921
P10268,C5,1481.3142
P10268,C6,1431.3320
P10268,D1,738.9987
P10268,D2,600.7302
P10268,D3,619.6340
P10268,D4,3214.1777
P10268,D5,3895.4151
P10268,D6,4143.4334
P10268,E1,2048.6139
P10268,E3,2778.5690
P10268,E4,2335.4252
P10268,E5,1932.1870
P10268,E6,2106.1041
P10268,F1,1442.2585
P10268,F2,1624.1821
P10268,F3,1370.2687
P10268,F4,2701.6522
P10268,F5,2975.3836
P10268,F6,3124.5323
P10268,G1,2415.7227
P10268,G3,2040.8382
P10268,G4,1298.7063
P10268,G5,1837.4330
P10268,G6,1272.1324
P10268,H1,711.3871
P10268,H2,624.7466
P10268,H3,775.8331
P10268,H4,3744.8081
P10268,H5,3201.9871
P10268,H6,3475.7168
P10269,A1,722.3103
P10269,A2,927.7712
P10269,A3,603.7381
P10269,A4,640.9303
P10269,A5,678.8427
P10269,A6,707.9504
P10269,B1,546.3350
P10269,B2,508.2277
P10269,B3,574.0967
P10269,B4,774.2177
P10269,B5,883.3178
P10269,B6,934.9357
P10269,C1,693.1367
P10269,C2,618.9884
P10269,C3,671.1987
P10269,C4,387.1019
P10269,C5,489.3992
P10269,C6,468.3509
P10269,D1,325.2109
P10269,D2,259.2210
P10269,D3,331.1830
P10269,D4,903.2909
P10269,D5,694.1653
P10269,D6,766.1938
P10269,E1,858.2789
P10269,E2,807.9364
P10269,E3,773.3670
P10269,E4,665.8445
P10269,E5,623.8251
P10269,E6,549.5949
P10269,F1,456.1073
P10269,F2,501.8220
P10269,F3,586.4691
P10269,F4,1029.6326
P10269,F5,948.0780
P10269,F6,979.5940
P10269,G1,532.4138
P10269,G2,578.3808
P10269,G3,596.1934
P10269,G4,416.3667
P10269,G5,614.4769
P10269,G6,526.8026
P10269,H1,313.5245
P10269,H2,263.5869
P10269,H3,293.4302
P10269,H4,879.2649
P10269,H5,808.8315
P10269,H6,793.4707
P10270,A1,250.7253
P10270,A2,282.6174
P10270,A3,272.1105
P10270,A4,253.6529
P10270,A5,261.6205
P10270,A6,277.2440
P10270,B1,227.0049
P10270,B2,257.6621
P10270,B3,265.0002
P10270,B4,250.0040
P10270,B5,237.1204
P10270,B6,264.9164
P10270,C1,300.0995
P10270,C2,227.8542
P10270,C3,264.4992
P10270,C4,286.6207
P10270,C5,282.9228
P10270,C6,247.4985
P10270,D1,250.7098
P10270,D2,243.5337
P10270,D3,241.9386
P10270,D4,267.5937
P10270,D5,260.1044
P10270,D6,233.8177
P10270,E1,268.1892
P10270,E2,269.1299
P10270,E3,255.2861
P10270,E4,247.4111
P10270,E5,255.6322
P10270,E6,331.1317
P10270,F1,255.5477
P10270,F2,255.0301
P10270,F3,233.7577
P10270,F4,299.9541
P10270,F5,256.1134
P10270,F6,283.9990
P10270,G1,303.4969
P10270,G2,244.0263
P10270,G3,272.8955
P10270,G4,282.5590
P10270,G5,244.2044
P10270,G6,241.8388
P10270,H1,270.2115
P10270,H3,248.4062
P10270,H4,258.7151
P10270,H5,257.6451
P10270,H6,216.2393
P10271,A1,1237.2604
P10271,A2,1270.9440
P10271,A3,1139.5247
P10271,A4,1225.1041
P10271,A5,1368.8046
P10271,A6,1234.5369
P10271,B1,2198.0611
P10271,B3,2091.8824
P10271,B4,877.9302
P10271,B5,1039.3838
P10271,C1,1612.4868
P10271,C2,1113.6812
P10271,C3,1532.4863
P10271,C4,2065.8582
P10271,C5,2202.4847
P10271,C6,1867.0135
P10271,D1,3675.4445
P10271,D2,4785.0895
P10271,D3,5213.5335
P10271,D4,943.8425
P10271,D5,917.9021
P10271,D6,961.0735
P10271,E1,1076.9656
P10271,E2,1164.0547
P10271,E3,1163.6561
P10271,E4,1387.8886
P10271,E5,1169.9096
P10271,E6,1521.5234
P10271,F1,2194.4441
P10271,F2,1712.3111
P10271,F3,1654.1247
P10271,F4,1017.4186
P10271,F5,872.8628
P10271,F6,816.8479
P10271,G1,1369.2107
P10271,G2,1457.6862
P10271,G3,1304.6965
P10271,G4,2137.6143
P10271,G5,2002.5577
P10271,G6,1983.6611
P10271,H1,3375.5186
P10271,H2,5067.8631
P10271,H3,4422.9866
P10271,H4,880.9855
P10271,H5,924.2089
P10271,H6,977.4844
P10272,A1,417.8831
P10272,A2,389.4617
P10272,A3,400.1959
P10272,A4,494.9179
P10272,A5,598.6304
P10272,A6,475.9479
P10272,B1,991.5103
P10272,B2,866.0697
P10272,B3,805.3217
P10272,B4,311.5746
P10272,B5,358.3922
P10272,B6,380.8418
P10272,C1,613.6428
P10272,C2,518.5451
P10272,C3,517.7131
P10272,C4,853.2727
P10272,C5,740.5792
P10272,C6,768.1626
P10272,D1,1956.4847
P10272,D2,1702.8086
P10272,D3,2040.5635
P10272,D4,329.4453
P10272,D5,298.8711
P10272,D6,328.0050
P10272,E2,400.0225
P10272,E3,390.9294
P10272,E4,462.1892
P10272,E5,518.9941
P10272,E6,479.5929
P10272,F1,884.3973
P10272,F2,637.3590
P10272,F3,929.9690
P10272,F4,378.2678
P10272,F5,365.6183
P10272,F6,337.5614
P10272,G1,642.1829
P10272,G2,458.1894
P10272,G3,522.2757
P10272,G4,742.8285
P10272,G5,778.2156
P10272,G6,767.9681
P10272,H1,1729.9647
P10272,H2,1913.5193
P10272,H3,1771.3026
P10272,H4,255.6848
P10272,H5,255.0233
P10272,H6,359.5313
P10273,A1,52.2160
P10273,A2,52.1452
P10273,A3,65.3448
P10273,A4,39.7076
P10273,A5,42.4279
P10273,A6,61.3766
P10273,B1,51.0387
P10273,B2,51.9671
P10273,B3,56.3286
P10273,B4,55.1545
P10273,B5,52.3792
P10273,B6,52.7627
P10273,C1,45.3038
P10273,C2,57.6960
P10273,C3,56.2875
P10273,C4,64.6478
P10273,C5,58.4313
P10273,C6,54.0819
P10273,D1,57.4818
P10273,D2,47.8174
P10273,D3,51.9344
P10273,D4,46.6231
P10273,D5,55.5697
P10273,D6,46.3289
P10273,E1,57.2810
P10273,E2,56.9910
P10273,E3,47.7444
P10273,E4,64.3752
P10273,E5,52.7705
P10273,E6,58.5020
P10273,F1,51.3624
P10273,F2,59.4084
P10273,F3,56.7452
P10273,F4,62.6221
P10273,F5,62.3799
P10273,F6,47.9825
P10273,G1,50.0741
P10273,G2,55.1127
P10273,G4,58.5416
P10273,G5,59.3905
P10273,G6,55.0893
P10273,H1,50.5615
P10273,H2,57.1389
P10273,H3,56.1202
P10273,H4,63.6475
P10273,H5,38.2575
P10273,H6,53.8794
P10274,A1,628.4200
P10274,A2,608.7172
P10274,A3,553.0457
P10274,A4,466.3967
P10274,A5,517.1271
P10274,A6,481.9208
P10274,B1,511.4002
P10274,B2,623.1251
P10274,B3,608.8836
P10274,B4,525.6824
P10274,B5,552.4633
P10274,B6,648.2967
P10274,C1,570.2200
P10274,C2,607.8520
P10274,C3,543.7107
P10274,C4,540.7720
P10274,C5,523.6866
P10274,C6,566.0252
P10274,D1,579.5932
P10274,D2,587.9256
P10274,D3,612.4689
P10274,D4,479.3464
P10274,D5,575.8069
P10274,D6,591.2435
P10274,E1,608.7234
P10274,E2,608.3898
P10274,E3,553.7214
P10274,E4,514.2500
P10274,E5,487.4953
P10274,E6,529.2632
P10274,F1,469.4682
P10274,F2,497.2487
P10274,F3,529.7756
P10274,F4,503.9528
P10274,F5,506.7635
P10274,F6,522.8488
P10274,G1,455.3607
P10274,G2,633.9038
P10274,G3,564.4722
P10274,G4,612.8294
P10274,G5,540.4140
P10274,G6,664.6588
P10274,H1,621.1315
P10274,H2,517.6693
P10274,H3,487.8424
P10274,H5,524.4541
P10274,H6,560.5555
P10275,A1,60.7605
P10275,A2,55.0154
P10275,A3,52.1923
P10275,A4,61.0512
P10275,A5,68.0235
P10275,A6,64.9129
P10275,B1,68.2436
P10275,B2,67.0744
P10275,B3,67.3262
P10275,B4,59.1419
P10275,B5,60.5937
P10275,B6,65.5248
P10275,C1,52.9809
P10275,C2,65.9011
P10275,C3,53.6254
P10275,C4,59.7744
P10275,C5,59.7201
P10275,C6,53.6966
P10275,D1,79.4411
P10275,D2,70.7880
P10275,D3,54.3737
P10275,D4,67.7132
P10275,D5,67.7299
P10275,D6,54.0127
P10275,E1,59.3934
P10275,E2,72.9400
P10275,E3,61.3983
P10275,E4,52.3022
P10275,E5,59.1579
P10275,E6,53.1521
P10275,F1,53.5960
P10275,F2,64.7492
P10275,F3,63.3441
P10275,F4,59.2152
P10275,F5,56.3501
P10275,F6,61.0920
P10275,G1,54.2563
P10275,G2,52.0542
P10275,G3,63.4341
P10275,G4,52.3211
P10275,G5,59.2893
P10275,G6,55.8407
P10275,H1,73.1593
P10275,H2,61.9310
P10275,H3,64.7443
P10275,H4,72.7079
P10275,H5,67.7610
P10275,H6,61.4555
P10276,A1,504.5360
P10276,A2,544.4401
P10276,A3,558.8704
P10276,A4,470.5484
P10276,A5,425.9749
P10276,A6,494.2399
P10276,B1,504.7802
P10276,B2,471.2790
P10276,B3,491.7837
P10276,B4,412.4571
P10276,B5,474.5381
P10276,B6,466.5992
P10276,C1,476.1428
P10276,C2,512.7850
P10276,C3,458.5500
P10276,C4,469.7705
P10276,C5,555.1225
P10276,C6,463.6073
P10276,D1,369.8270
P10276,D2,448.6920
P10276,D3,518.6425
P10276,D4,411.8206
P10276,D5,425.4515
P10276,D6,404.8267
P10276,E2,418.4624
P10276,E3,453.6852
P10276,E4,414.1725
P10276,E5,464.5779
P10276,E6,440.4454
P10276,F1,355.2357
P10276,F2,457.2107
P10276,F3,570.2639
P10276,F4,516.7073
P10276,F5,511.7793
P10276,F6,547.7176
P10276,G1,620.0787
P10276,G2,368.9456
P10276,G3,486.0877
P10276,G4,465.3093
P10276,G5,473.3187
P10276,G6,353.1830
P10276,H1,472.0102
P10276,H2,486.3644
P10276,H3,445.7480
P10276,H4,451.2521
P10276,H5,530.9275
P10276,H6,449.0981
P10277,A1,161.1586
P10277,A2,194.6430
P10277,A3,185.1116
P10277,A4,151.8799
P10277,A5,170.3031
P10277,A6,176.1008
P10277,B1,154.4816
P10277,B2,189.2650
P10277,B3,169.0369
P10277,B4,217.9617
P10277,B5,184.6335
P10277,B6,147.8205
P10277,C1,178.4211
P10277,C2,190.9784
P10277,C3,171.1755
P10277,C4,163.2744
P10277,C5,195.7274
P10277,C6,157.5433
P10277,D1,187.9437
P10277,D2,160.1787
P10277,D3,134.9294
P10277,D4,206.2093
P10277,D5,168.5553
P10277,D6,142.4053
P10277,E1,185.9096
P10277,E2,196.0804
P10277,E3,188.7277
P10277,E4,171.4073
P10277,E5,168.6110
P10277,E6,168.5288
P10277,F1,172.2980
P10277,F2,134.6437
P10277,F3,168.8704
P10277,F4,192.7916
P10277,F5,197.0770
P10277,F6,188.3920
P10277,G1,173.9909
P10277,G2,160.3812
P10277,G3,194.1138
P10277,G4,162.1589
P10277,G5,162.2726
P10277,G6,188.3514
P10277,H1,173.8948
P10277,H2,181.8316
P10277,H3,195.5492
P10277,H4,178.4028
P10277,H5,146.2738
P10277,H6,175.7361
P10278,A1,548.2573
P10278,A2,731.4172
P10278,A3,597.8534
P10278,A4,847.2336
P10278,A5,733.5140
P10278,A6,740.6111
P10278,B1,921.5430
P10278,B2,831.1875
P10278,B3,833.7609
P10278,B4,658.0487
P10278,B5,752.1429
P10278,B6,695.1278
P10278,C1,625.5646
P10278,C2,787.1274
P10278,C3,757.2473
P10278,C4,962.7641
P10278,C5,875.9271
P10278,C6,755.4634
P10278,D1,1193.1456
P10278,D2,1118.9870
P10278,D3,1144.6569
P10278,D4,541.8844
P10278,D5,632.5252
P10278,D6,692.6586
P10278,E1,740.0258
P10278,E2,715.3282
P10278,E3,759.1840
P10278,E4,918.0782
P10278,E5,856.7477
P10278,E6,859.5451
P10278,F1,1179.5729
P10278,F2,977.9701
P10278,F3,1127.0337
P10278,F4,549.5467
P10278,F5,595.6351
P10278,F6,663.9905
P10278,G1,796.6851
P10278,G2,954.2450
P10278,G3,878.0464
P10278,G4,1205.8274
P10278,G5,1082.5100
P10278,G6,1114.7434
P10278,H1,1923.6404
P10278,H2,2161.2271
P10278,H3,2058.6396
P10278,H4,714.0874
P10278,H5,546.9928
P10278,H6,646.2327
P10279,A1,1040.0309
P10279,A2,1048.6908
P10279,A3,1023.2295
P10279,A4,914.8168
P10279,A5,941.8088
P10279,A6,920.0103
P10279,B1,1049.1635
P10279,B2,1200.7225
P10279,B3,913.5184
P10279,B4,1043.6926
P10279,B5,1080.7705
P10279,B6,1012.1412
P10279,C1,1001.5358
P10279,C2,1184.8586
P10279,C3,1026.9622
P10279,C4,1065.1098
P10279,C5,1001.5363
P10279,C6,1083.4061
P10279,D1,986.9248
P10279,D2,956.3969
P10279,D3,1042.4582
P10279,D4,1008.6779
P10279,D5,954.0154
P10279,E1,923.5049
P10279,E2,1023.2106
P10279,E3,1073.5362
P10279,E4,936.1588
P10279,E5,968.4673
P10279,E6,1122.6063
P10279,F1,990.8482
P10279,F2,1049.2178
P10279,F3,1008.5795
P10279,F4,1003.9481
P10279,F5,892.7954
P10279,F6,915.5323
P10279,G1,1149.3057
P10279,G2,1150.2373
P10279,G3,1082.8192
P10279,G4,867.3711
P10279,G5,936.6400
P10279,G6,1215.2447
P10279,H1,1004.4793
P10279,H2,879.9596
P10279,H3,1135.0296
P10279,H4,1049.5412
P10279,H5,855.6798
P10279,H6,969.5065
P10280,A1,65.4300
P10280,A2,76.0740
P10280,A3,72.9924
P10280,A4,72.3273
P10280,A5,63.3392
P10280,A6,60.0813
P10280,B1,67.1220
P10280,B2,65.3046
P10280,B3,73.5858
P10280,B4,67.3512
P10280,B5,78.2783
P10280,B6,68.9475
P10280,C2,72.9182
P10280,C3,70.2593
P10280,C4,63.6381
P10280,C5,53.3546
P10280,C6,64.7449
P10280,D1,64.6948
P10280,D2,64.6546
P10280,D3,74.4599
P10280,D4,75.2481
P10280,D5,62.3692
P10280,D6,68.9553
P10280,E1,74.9510
P10280,E2,76.7693
P10280,E3,63.1692
P10280,E4,61.7286
P10280,E5,60.9553
P10280,E6,81.9936
P10280,F1,63.6870
P10280,F2,68.1835
P10280,F3,63.3391
P10280,F4,60.6903
P10280,F5,58.7602
P10280,F6,63.6177
P10280,G1,73.5493
P10280,G2,67.6931
P10280,G3,70.2311
P10280,G4,71.9620
P10280,G5,60.9470
P10280,G6,69.3693
P10280,H1,72.7610
P10280,H2,71.5588
P10280,H3,69.9662
P10280,H4,57.7195
P10280,H5,64.4114
P10280,H6,74.1480
P10281,A1,117.6918
P10281,A2,116.5080
P10281,A3,177.3276
P10281,A4,134.6296
P10281,A5,142.1452
P10281,A6,157.2214
P10281,B1,132.1341
P10281,B2,130.6651
P10281,B4,133.9320
P10281,B5,118.8369
P10281,B6,125.9207
P10281,C1,146.7521
P10281,C2,138.1298
P10281,C3,116.9561
P10281,C4,121.8262
P10281,C5,138.3594
P10281,C6,123.3146
P10281,D1,132.1715
P10281,D3,133.0224
P10281,D4,130.3001
P10281,D5,142.1557
P10281,D6,123.0712
P10281,E1,120.5918
P10281,E2,123.4618
P10281,E3,135.3860
P10281,E4,130.8192
P10281,E5,120.5159
P10281,E6,118.1174
P10281,F1,149.1264
P10281,F2,138.5130
P10281,F3,134.5397
P10281,F4,148.2052
P10281,F5,127.5102
P10281,F6,120.0176
P10281,G1,127.1717
P10281,G2,136.3517
P10281,G3,121.7409
P10281,G4,115.9150
P10281,G5,125.1981
P10281,G6,129.6529
P10281,H1,120.6078
P10281,H2,132.0104
P10281,H3,126.8122
P10281,H4,131.9263
P10281,H5,143.8165
P10281,H6,146.1908
P10282,A1,308.0372
P10282,A2,223.3212
P10282,A3,275.5095
P10282,A4,265.9317
P10282,A5,259.2732
P10282,A6,328.4734
P10282,B1,257.4323
P10282,B2,275.2962
P10282,B3,299.1616
P10282,B4,277.9374
P10282,B5,280.5899
P10282,B6,278.7010
P10282,C1,295.2340
P10282,C2,260.9962
P10282,C3,265.8393
P10282,C4,287.3570
P10282,C5,283.7950
P10282,C6,263.6228
P10282,D1,257.9882
P10282,D2,294.1120
P10282,D3,291.3193
P10282,D4,257.6481
P10282,D5,298.5138
P10282,D6,332.2424
P10282,E1,333.7815
P10282,E2,276.5732
P10282,E3,292.0664
P10282,E4,293.2841
P10282,E5,257.1375
P10282,E6,266.8534
P10282,F1,333.2019
P10282,F2,244.3540
P10282,F3,295.0693
P10282,F4,307.4877
P10282,F5,288.5392
P10282,F6,332.8980
P10282,G1,286.2431
P10282,G2,285.2533
P10282,G3,311.8945
P10282,G4,300.0249
P10282,G5,291.5638
P10282,G6,300.9426
P10282,H1,349.0534
P10282,H3,349.9653
P10282,H4,306.3026
P10282,H5,266.1986
P10282,H6,284.7215
P10283,A1,368.1273
P10283,A2,362.8055
P10283,A3,336.2961
P10283,A4,333.1169
P10283,A5,315.4012
P10283,A6,272.1634
P10283,B1,269.7835
P10283,B2,280.1817
P10283,B3,307.4736
P10283,B4,339.6685
P10283,B5,311.9615
P10283,B6,360.8143
P10283,C1,351.8381
P10283,C2,316.1984
P10283,C3,310.2916
P10283,C4,270.1995
P10283,C5,335.5697
P10283,C6,434.5447
P10283,D1,285.3571
P10283,D3,286.9280
P10283,D4,372.2097
P10283,D5,351.5440
P10283,D6,292.7763
P10283,E1,279.1476
P10283,E2,349.6533
P10283,E3,340.2595
P10283,E4,296.1481
P10283,E5,270.3741
P10283,E6,305.9172
P10283,F1,271.3264
P10283,F2,318.0120
P10283,F3,322.4301
P10283,F4,333.8263
P10283,F5,287.5755
P10283,F6,337.6456
P10283,G1,322.3592
P10283,G2,310.4886
P10283,G3,359.2202
P10283,G4,300.9260
P10283,H1,320.5464
P10283,H2,294.9921
P10283,H3,260.5773
P10283,H4,330.7842
P10283,H5,335.2392
P10283,H6,319.1679
P10284,A1,118.8727
P10284,A2,117.7527
P10284,A3,107.1449
P10284,A4,110.8355
P10284,A5,112.0644
P10284,A6,111.4647
P10284,B1,94.0550
P10284,B2,100.5805
P10284,B3,92.0908
P10284,B4,108.2761
P10284,B5,109.8001
P10284,B6,130.6893
P10284,C1,106.4250
P10284,C2,97.8320
P10284,C3,122.2304
P10284,C4,95.8445
P10284,C5,86.5486
P10284,C6,89.8572
P10284,D1,72.6438
P10284,D2,71.5642
P10284,D3,66.8488
P10284,D4,131.2677
P10284,D5,119.5654
P10284,D6,116.7289
P10284,E1,97.1818
P10284,E2,137.1578
P10284,E3,109.0021
P10284,E4,92.5936
P10284,E5,119.4802
P10284,E6,112.8495
P10284,F2,60.5950
P10284,F3,91.8828
P10284,F4,121.4067
P10284,F5,100.4700
P10284,F6,125.8577
P10284,G1,115.6466
P10284,G2,101.4375
P10284,G3,109.0642
P10284,G4,110.3222
P10284,G5,85.2180
P10284,G6,78.7990
P10284,H1,62.1737
P10284,H2,77.3558
P10284,H3,64.3575
P10284,H4,117.3342
P10284,H5,121.6244
P10284,H6,118.9149
P10285,A1,125.3693
P10285,A2,119.8768
P10285,A3,151.2977
P10285,A4,117.2054
P10285,A5,124.4448
P10285,A6,131.9534
P10285,B1,115.9387
P10285,B2,114.3400
P10285,B3,142.8226
P10285,B4,117.2730
P10285,B5,143.4300
P10285,B6,134.1820
P10285,C1,141.0042
P10285,C2,136.3062
P10285,C3,128.0464
P10285,C4,148.3317
P10285,C5,133.8053
P10285,C6,131.2413
P10285,D1,113.4121
P10285,D2,154.0721
P10285,D3,127.8256
P10285,D4,142.8150
P10285,D5,160.2781
P10285,D6,105.6060
P10285,E1,128.4257
P10285,E2,142.9253
P10285,E3,116.7531
P10285,E4,147.8285
P10285,E5,135.3832
P10285,E6,123.6996
P10285,F1,126.4258
P10285,F2,147.8709
P10285,F3,145.9842
P10285,F4,149.3676
P10285,F5,122.4798
P10285,F6,141.8198
P10285,G1,119.0260
P10285,G2,113.1873
P10285,G3,142.9504
P10285,G4,158.5663
P10285,G5,135.7377
P10285,G6,148.4430
P10285,H1,113.2113
P10285,H2,143.0734
P10285,H3,120.8006
P10285,H4,123.2477
P10285,H5,149.3594
P10285,H6,149.9576
P10286,A1,486.0874
P10286,A2,387.5737
P10286,A3,463.2760
P10286,A4,459.0666
P10286,A5,490.5353
P10286,A6,455.1124
P10286,B1,491.9806
P10286,B2,480.0492
P10286,B3,491.8246
P10286,B4,469.4599
P10286,B5,439.7548
P10286,B6,492.6975
P10286,C1,516.5274
P10286,C2,515.7208
P10286,C3,470.2437
P10286,C4,468.0391
P10286,C5,459.0370
P10286,C6,563.1099
P10286,D1,549.9859
P10286,D2,554.9760
P10286,D3,541.4320
P10286,D5,553.3022
P10286,D6,481.4620
P10286,E1,481.3293
P10286,E2,508.2111
P10286,E3,522.3191
P10286,E4,449.8551
P10286,E5,523.7080
P10286,E6,631.3771
P10286,F1,608.2025
P10286,F2,501.6278
P10286,F3,604.9722
P10286,F4,466.7955
P10286,F5,511.0531
P10286,F6,659.7657
P10286,G1,447.4303
P10286,G2,450.9751
P10286,G3,549.8260
P10286,G4,429.9135
P10286,G5,528.9743
P10286,G6,469.9574
P10286,H1,596.8133
P10286,H2,487.1152
P10286,H3,373.4946
P10286,H4,498.0475
P10286,H5,445.3047
P10286,H6,497.8591
P10287,A1,257.6486
P10287,A2,241.7821
P10287,A3,253.8288
P10287,A4,254.0120
P10287,A5,256.1814
P10287,A6,244.1911
P10287,B1,266.2565
P10287,B2,282.7880
P10287,B3,247.2413
P10287,B4,253.9952
P10287,B5,187.5412
P10287,B6,254.0568
P10287,C1,211.8642
P10287,C2,258.9613
P10287,C3,260.4954
P10287,C4,238.6663
P10287,C5,218.5491
P10287,C6,240.7362
P10287,D1,212.0790
P10287,D2,228.5571
P10287,D3,254.2513
P10287,D4,307.9729
P10287,D6,295.0648
P10287,E1,249.9973
P10287,E2,293.9654
P10287,E3,280.1641
P10287,E4,276.8272
P10287,E5,301.5328
P10287,E6,285.6431
P10287,F1,242.1004
P10287,F2,223.6749
P10287,F3,248.0528
P10287,F4,289.2235
P10287,F5,234.2101
P10287,F6,261.9336
P10287,G1,286.6166
P10287,G2,241.9859
P10287,G3,288.2562
P10287,G4,294.2228
P10287,G5,230.5472
P10287,G6,304.1309
P10287,H1,233.7212
P10287,H2,280.9056
P10287,H3,231.4888
P10287,H4,258.0644
P10287,H5,250.6865
P10287,H6,225.1147
P10288,A1,128.2966
P10288,A2,156.3985
P10288,A3,165.4425
P10288,A4,134.2276
P10288,A5,152.3649
P10288,A6,149.8829
P10288,B1,158.3731
P10288,B2,149.1046
P10288,B3,142.0239
P10288,B4,179.2770
P10288,B5,175.4025
P10288,B6,151.4021
P10288,C1,179.0558
P10288,C2,150.0590
P10288,C3,140.7969
P10288,C4,149.8065
P10288,C5,164.4059
P10288,C6,138.7443
P10288,D1,161.5366
P10288,D2,163.7038
P10288,D3,126.0086
P10288,D4,184.0092
P10288,D5,155.6411
P10288,D6,146.4933
P10288,E1,162.1084
P10288,E2,157.9921
P10288,E3,153.6465
P10288,E4,152.6719
P10288,E5,149.0774
P10288,E6,135.4044
P10288,F1,158.9232
P10288,F2,179.2258
P10288,F3,147.4075
P10288,F4,144.5581
P10288,F5,154.4406
P10288,F6,157.5076
P10288,G1,158.7281
P10288,G2,136.4832
P10288,G3,125.7662
P10288,G4,152.1595
P10288,G5,159.5746
P10288,G6,155.2420
P10288,H1,140.8726
P10288,H2,157.6869
P10288,H3,171.3672
P10288,H4,171.0908
P10288,H5,151.7539
P10288,H6,131.7693
P10289,A1,214.9271
P10289,A2,238.1363
P10289,A3,211.3142
P10289,A4,231.5920
P10289,A5,218.3934
P10289,A6,214.9008
P10289,B1,196.1441
P10289,B2,220.9520
P10289,B3,210.0502
P10289,B4,260.8164
P10289,B5,200.7513
P10289,B6,242.5170
P10289,C1,288.6657
P10289,C2,238.6711
P10289,C3,189.1931
P10289,C4,186.2331
P10289,C5,239.4794
P10289,C6,254.7097
P10289,D1,222.0913
P10289,D2,253.5029
P10289,D3,265.3742
P10289,D4,215.5226
P10289,D5,268.2635
P10289,D6,179.9129
P10289,E1,221.2065
P10289,E2,246.0164
P10289,E3,211.2522
P10289,E4,204.1652
P10289,E5,215.7443
P10289,E6,228.2601
P10289,F1,243.1647
P10289,F2,201.2936
P10289,F3,202.7415
P10289,F4,193.5355
P10289,F5,250.2930
P10289,F6,235.8253
P10289,G1,224.5055
P10289,G2,234.3670
P10289,G3,234.8559
P10289,G4,229.5582
P10289,G5,191.5409
P10289,G6,221.5728
P10289,H1,245.5543
P10289,H2,219.2722
P10289,H3,203.9892
P10289,H4,197.5257
P10289,H5,236.1860
P10289,H6,210.2695
P10290,A1,3489.5626
P10290,A2,3938.5185
P10290,A3,3441.5930
P10290,A4,3173.1316
P10290,A5,4209.1751
P10290,A6,3829.2592
P10290,B1,3852.6590
P10290,B2,4100.9221
P10290,B3,3450.0015
P10290,B4,3600.6125
P10290,B5,3708.9769
P10290,B6,3473.5847
P10290,C1,4219.0193
P10290,C2,3755.9777
P10290,C3,3874.8870
P10290,C4,3500.1392
P10290,C5,4342.5367
P10290,C6,3604.7186
P10290,D1,3986.2296
P10290,D2,3459.7401
