uniqID,GeneID,locus_tag,UniProtID,type,localz,gene,product,KG_FG,KG_FM,KG_PC,KG_PG,KG_PW,UP_FM,UP_PW,UP_KW
g2988,888910,Rv2881c,P9WPF7,CDS,Plasma Membrane,cdsA,Phosphatidate cytidylyltransferase,,,Metabolism,Lipid metabolism,Glycerophospholipid metabolism,CDS family,Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate,Acetylation;Alternative initiation;Cell membrane;Direct protein sequencing;Lipid biosynthesis;Lipid metabolism;Membrane;Nucleotidyltransferase;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix
g2989,887464,Rv2882c,P9WGY1,CDS,Cytoplasmic,frr,Ribosome-recycling factor,genetic information processing,Translation factors,,,,RRF family,,3D-structure;Cytoplasm;Protein biosynthesis;Reference proteome
g2990,887709,Rv2883c,P9WHK5,CDS,Cytoplasmic,pyrH,Uridylate kinase,,,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,UMP kinase family,Pyrimidine metabolism; CTP biosynthesis via de novo pathway; UDP from UMP (UMPK route),3D-structure;Acetylation;ATP-binding;Cytoplasm;Kinase;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome;Transferase
g2991,887443,Rv2884,I6X5M3,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,Activator;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
g2992,887173,Rv2885c,P9WL37,CDS,Cytoplasmic,,Putative RNA-guided DNA endonuclease Rv2885c,,,,,,In the N-terminal section; belongs to the transposase 2 family; In the C-terminal section; belongs to the transposase 35 family,,DNA recombination;DNA-binding;Endonuclease;Hydrolase;Metal-binding;Nuclease;Reference proteome;Transposable element;Transposition;Zinc
g2993,887424,Rv2886c,P9WL35,CDS,Cytoplasmic,,Uncharacterized protein Rv2886c,,,,,,,,Reference proteome
g2994,888563,Rv2887,P9WME9,CDS,Cytoplasmic,,HTH-type transcriptional repressor Rv2887,,,,,,,,3D-structure;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
g2995,887401,Rv2888c,P9WQ95,CDS,Plasma Membrane,amiC,Putative amidase AmiC,,,Metabolism,Amino acid metabolism; Xenobiotics biodegradation and metabolism,Arginine and proline metabolism; Phenylalanine metabolism; Tryptophan metabolism; Aminobenzoate degradation; Styrene degradation,amidase family,,Hydrolase;Reference proteome
g2996,888187,Rv2889c,P9WNM1,CDS,Cytoplasmic,tsf,Elongation factor Ts,genetic information processing,Translation factors; Mitochondrial biogenesis,,,,EF-Ts family,,3D-structure;Cytoplasm;Elongation factor;Protein biosynthesis;Reference proteome
g2997,887187,Rv2890c,P9WH39,CDS,Cytoplasmic,rpsB,Small ribosomal subunit protein uS2,genetic information processing,Ribosome,Genetic Information Processing,Translation,Ribosome,universal ribosomal protein uS2 family,,Reference proteome;Ribonucleoprotein;Ribosomal protein
g2998,888328,Rv2891,P9WL33,CDS,Extracellular,,Uncharacterized protein Rv2891,,,,,,,,Reference proteome;Signal
g2999,887824,Rv2892c,P9WHZ1,CDS,Extracellular,PPE45,Uncharacterized PPE family protein PPE45,,,,,,mycobacterial PPE family,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g3000,887337,Rv2893,I6YEN3,CDS,Cytoplasmic,,oxidoreductase,,,,,,,,Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
g3001,887392,Rv2894c,P9WF35,CDS,Cytoplasmic,xerC,Tyrosine recombinase XerC,genetic information processing,Chromosome and associated proteins,,,,'phage' integrase family. XerC subfamily,,Cell cycle;Cell division;Chromosome partition;Cytoplasm;DNA integration;DNA recombination;DNA-binding;Reference proteome
g3002,888180,Rv2895c,P9WL31,CDS,Cytoplasmic,viuB,Uncharacterized protein Rv2895c,,,,,,,,Reference proteome
g3003,887177,Rv2896c,P9WL29,CDS,Cytoplasmic,dprA,Putative DNA processing protein DprA,,,,,,DprA/Smf family,,Reference proteome
g3004,888212,Rv2897c,P9WPR1,CDS,Cytoplasmic,,Uncharacterized protein Rv2897c,,,,,,Mg-chelatase subunits D/I family. ComM subfamily,,Reference proteome
g3005,888507,Rv2898c,P9WFM9,CDS,Cytoplasmic,,UPF0102 protein Rv2898c,,,,,,UPF0102 family,,Reference proteome
g3006,888201,Rv2899c,P9WNF1,CDS,Cytoplasmic,fdhD,Sulfur carrier protein FdhD,,,,,,FdhD family,,Cytoplasm;Molybdenum cofactor biosynthesis;Reference proteome
g3007,887987,Rv2900c,P9WJP9,CDS,Cytoplasmic,fdhF,Uncharacterized oxidoreductase Rv2900c,,,,,,prokaryotic molybdopterin-containing oxidoreductase family,,4Fe-4S;Iron;Iron-sulfur;Metal-binding;Molybdenum;Oxidoreductase;Reference proteome
g3008,888605,Rv2901c,P9WL27,CDS,Cytoplasmic,,Uncharacterized protein Rv2901c,,,,,,,,Acetylation;Reference proteome
g3009,888504,Rv2902c,P9WH01,CDS,Cytoplasmic,rnhB,Ribonuclease HII,genetic information processing,DNA replication proteins,Genetic Information Processing,Replication and repair,DNA replication,RNase HII family,,Cytoplasm;Endonuclease;Hydrolase;Manganese;Metal-binding;Nuclease;Reference proteome
g3010,887157,Rv2903c,P9WKA1,CDS,Plasma Membrane,lepB,Signal peptidase I,metabolism,Peptidases and inhibitors,Genetic Information Processing,"Folding, sorting and degradation",Protein export,peptidase S26 family,,Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix
g3011,887356,Rv2904c,P9WHC9,CDS,Cytoplasmic,rplS,Large ribosomal subunit protein bL19,genetic information processing,Ribosome,Genetic Information Processing,Translation,Ribosome,bacterial ribosomal protein bL19 family,,3D-structure;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
g3012,887421,Rv2905,P9WK67,CDS,Extracellular,lppW,Putative lipoprotein LppW,,,,,,,,Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
g3013,888495,Rv2906c,P9WFY7,CDS,Cytoplasmic,trmD,tRNA (guanine-N(1)-)-methyltransferase,genetic information processing,Transfer RNA biogenesis,,,,RNA methyltransferase TrmD family,,3D-structure;Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
g3014,887188,Rv2907c,P9WH19,CDS,Cytoplasmic,rimM,Ribosome maturation factor RimM,genetic information processing,Ribosome biogenesis,,,,RimM family,,3D-structure;Chaperone;Cytoplasm;Reference proteome;Ribosome biogenesis;rRNA processing
g3015,887336,Rv2908c,P9WFM7,CDS,Cytoplasmic,khpA,RNA-binding protein KhpA,,,,,,KhpA RNA-binding protein family,,3D-structure;Cytoplasm;Reference proteome;RNA-binding
g3016,888631,Rv2909c,P9WH53,CDS,Cytoplasmic,rpsP,Small ribosomal subunit protein bS16,genetic information processing,Ribosome,Genetic Information Processing,Translation,Ribosome,bacterial ribosomal protein bS16 family,,3D-structure;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding
g3017,887387,Rv2910c,P9WL25,CDS,Cytoplasmic,,Uncharacterized protein Rv2910c,,,,,,,,Reference proteome
g3018,887189,Rv2911,I6Y204,CDS,Extracellular,dacB2,D-alanyl-D-alanine carboxypeptidase DacB2,metabolism,Peptidases and inhibitors; Peptidoglycan biosynthesis and degradation proteins,Metabolism,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,peptidase S11 family,Cell wall biogenesis; peptidoglycan biosynthesis,3D-structure;Carboxypeptidase;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Peptidoglycan synthesis;Periplasm;Protease;Reference proteome;Signal
g3019,888017,Rv2912c,P9WMC7,CDS,Cytoplasmic,,Uncharacterized HTH-type transcriptional regulator Rv2912c,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g3020,887809,Rv2913c,P9WJH9,CDS,Plasma Membrane,,Uncharacterized protein Rv2913c,,,,,,metallo-dependent hydrolases superfamily. N-acyl-D-amino-acid deacylase family,,Hydrolase;Reference proteome
g3021,887642,Rv2914c,P9WI69,CDS,Plasma Membrane,pknI,Serine/threonine-protein kinase PknI,metabolism,Protein kinases,,,,protein kinase superfamily. Ser/Thr protein kinase family,,3D-structure;ATP-binding;Cell membrane;Cytoplasm;Kinase;Membrane;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix;Virulence
g3022,888083,Rv2915c,P9WL23,CDS,Cytoplasmic,,Uncharacterized protein Rv2915c,,,,,,metallo-dependent hydrolases superfamily,,Reference proteome
g3023,888242,Rv2916c,P9WGD7,CDS,Cytoplasmic,ffh,Signal recognition particle protein,signaling and cellular processes,Secretion system,Genetic Information Processing; Environmental Information Processing; Cellular Processes,"Folding, sorting and degradation; Membrane transport; Cellular community - prokaryotes",Protein export; Bacterial secretion system; Quorum sensing,GTP-binding SRP family. SRP54 subfamily,,Cytoplasm;GTP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Ribonucleoprotein;RNA-binding;Signal recognition particle
g3024,887758,Rv2917,P9WL21,CDS,Cytoplasmic,,Uncharacterized protein Rv2917,,,,,,To M.leprae ML1624,,Reference proteome
g3025,888621,Rv2918c,P9WN29,CDS,Cytoplasmic,glnD,Bifunctional uridylyltransferase/uridylyl-removing enzyme,,,Environmental Information Processing,Signal transduction,Two-component system,GlnD family,,Hydrolase;Magnesium;Multifunctional enzyme;Nucleotidyltransferase;Reference proteome;Repeat;Transferase
g3026,887756,Rv2919c,P9WN31,CDS,Cytoplasmic,glnB,Nitrogen regulatory protein P-II,,,Environmental Information Processing,Signal transduction,Two-component system,P(II) protein family,,3D-structure;Nucleotide-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation
g3027,887683,Rv2920c,P9WQ65,CDS,Plasma Membrane,amt,Ammonium transporter,signaling and cellular processes,Transporters,,,,ammonia transporter channel (TC 1.A.11.2) family,,Ammonia transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g3028,887205,Rv2921c,P9WGD9,CDS,Plasma Membrane,ftsY,Signal recognition particle receptor FtsY,signaling and cellular processes,Secretion system,Genetic Information Processing; Environmental Information Processing; Cellular Processes,"Folding, sorting and degradation; Membrane transport; Cellular community - prokaryotes",Protein export; Bacterial secretion system; Quorum sensing,GTP-binding SRP family. FtsY subfamily,,Cell membrane;Cytoplasm;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Receptor;Reference proteome
g3029,3205043,Rv2922A,P9WQC9,CDS,Cytoplasmic,acyP,Acylphosphatase,,,Metabolism,Carbohydrate metabolism; Xenobiotics biodegradation and metabolism,Pyruvate metabolism; Aminobenzoate degradation,acylphosphatase family,,Hydrolase;Reference proteome
g3030,887179,Rv2922c,P9WGF3,CDS,Cytoplasmic,smc,Chromosome partition protein Smc,genetic information processing,Chromosome and associated proteins,,,,SMC family,,ATP-binding;Coiled coil;Cytoplasm;DNA-binding;Nucleotide-binding;Reference proteome
g3031,887687,Rv2923c,P9WL19,CDS,Cytoplasmic,,Uncharacterized protein Rv2923c,,,,,,,,Reference proteome
g3032,887438,Rv2924c,P9WNC3,CDS,Cytoplasmic,fpg1,Formamidopyrimidine-DNA glycosylase 1,genetic information processing,DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,Base excision repair,FPG family,,DNA damage;DNA repair;DNA-binding;Glycosidase;Hydrolase;Lyase;Metal-binding;Multifunctional enzyme;Reference proteome;Zinc;Zinc-finger
g3033,887873,Rv2925c,P9WH03,CDS,Cytoplasmic,rnc,Ribonuclease 3,genetic information processing,Messenger RNA biogenesis; Ribosome biogenesis; Chromosome and associated proteins,Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,ribonuclease III family,,3D-structure;Cytoplasm;Endonuclease;Hydrolase;Magnesium;Metal-binding;mRNA processing;Nuclease;Reference proteome;RNA-binding;rRNA processing;tRNA processing
g3034,887487,Rv2926c,P9WL17,CDS,Cytoplasmic,,Uncharacterized protein Rv2926c,genetic information processing,Ribosome biogenesis,,,,To M.leprae ML1660,,Reference proteome
g3035,887317,Rv2927c,P9WL15,CDS,Cytoplasmic,,Uncharacterized protein Rv2927c,,,,,,,,Reference proteome
g3036,887446,Rv2928,P9WQD5,CDS,Cytoplasmic,tesA,Thioesterase TesA,,,,,,thioesterase family,,3D-structure;Hydrolase;Lipid biosynthesis;Lipid metabolism;Reference proteome;Virulence
g3037,888112,Rv2929,P9WL13,CDS,Extracellular,,Uncharacterized protein Rv2929,,,,,,,,Reference proteome;Signal
g3038,887603,Rv2930,P9WQ43,CDS,Cytoplasmic,fadD26,Long-chain-fatty-acid--AMP ligase FadD26,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,Lipid metabolism; fatty acid biosynthesis,ATP-binding;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome
g3039,888183,Rv2931,P9WQE7,CDS,Cytoplasmic,ppsA,Phenolphthiocerol/phthiocerol polyketide synthase subunit A,metabolism,Lipid biosynthesis proteins; Polyketide biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,Acetylation;Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;NADP;Oxidoreductase;Phosphopantetheine;Phosphoprotein;Reference proteome;Repeat;Transferase
g3040,888023,Rv2932,P9WQE5,CDS,Cytoplasmic,ppsB,Phenolphthiocerol/phthiocerol polyketide synthase subunit B,metabolism,Lipid biosynthesis proteins; Polyketide biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,3D-structure;Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;NADP;Oxidoreductase;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3041,887686,Rv2933,P96202,CDS,Cytoplasmic,ppsC,Phenolphthiocerol/phthiocerol polyketide synthase subunit C,metabolism,Lipid biosynthesis proteins; Polyketide biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,3D-structure;Acetylation;Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;NADP;Oxidoreductase;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3042,887172,Rv2934,P9WQE3,CDS,Cytoplasmic,ppsD,Phenolphthiocerol/phthiocerol polyketide synthase subunit D,metabolism,Lipid biosynthesis proteins; Polyketide biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;NADP;Oxidoreductase;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3043,888210,Rv2935,P9WQE1,CDS,Cytoplasmic,ppsE,Phenolphthiocerol/phthiocerol polyketide synthase subunit E,metabolism,Lipid biosynthesis proteins; Polyketide biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,Acetylation;Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;NADP;Oxidoreductase;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3044,888168,Rv2936,P9WQL9,CDS,Plasma Membrane,drrA,Doxorubicin resistance ATP-binding protein DrrA,signaling and cellular processes,Transporters,,,,ABC transporter superfamily. Drug exporter-1 (DrugE1) (TC 3.A.1.105) family,,Antibiotic resistance;ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
g3045,887968,Rv2937,P9WG23,CDS,Plasma Membrane,drrB,Doxorubicin resistance ABC transporter permease protein DrrB,signaling and cellular processes,Transporters,,,,ABC-2 integral membrane protein family,,Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g3046,888491,Rv2938,P9WG21,CDS,Plasma Membrane,drrC,Probable doxorubicin resistance ABC transporter permease protein DrrC,signaling and cellular processes,Transporters,,,,ABC-2 integral membrane protein family,,Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g3047,887327,Rv2939,P9WIN5,CDS,Cytoplasmic,papA5,Phthiocerol/phthiodiolone dimycocerosyl transferase,,,,,,acyltransferase PapA5 family,,3D-structure;Acetylation;Acyltransferase;Lipid biosynthesis;Lipid metabolism;Phosphoprotein;Reference proteome;Transferase
g3048,887982,Rv2940c,I6Y231,CDS,Plasma Membrane,mas,multifunctional mycocerosic acid synthase,metabolism,Lipid biosynthesis proteins,,,,,,Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Multifunctional enzyme;NADP;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3049,887454,Rv2941,P9WQ59,CDS,Cytoplasmic,fadD28,Long-chain-fatty-acid--AMP ligase FadD28,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,Lipid metabolism; fatty acid biosynthesis,3D-structure;ATP-binding;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome
g3050,887548,Rv2942,P9WJU7,CDS,Plasma Membrane,mmpL7,Phthiocerol dimycocerosate exporter MmpL7,,,,,,resistance-nodulation-cell division (RND) (TC 2.A.6) family. MmpL subfamily,,Cell inner membrane;Cell membrane;Cell wall biogenesis/degradation;Lipid transport;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix;Transport;Virulence
g3051,887834,Rv2943,I6X5T4,CDS,Cytoplasmic,,insertion sequence element IS1533 transposase,,,,,,transposase IS21/IS408/IS1162 family,,Reference proteome
g3052,3205061,Rv2943A,Q6MX22,CDS,Cytoplasmic,,transposase,,,,,,,,Reference proteome
g3053,887636,Rv2944,P96287,CDS,Cytoplasmic,,insertion sequence element IS1533 transposase,,,,,,,,Reference proteome
g3054,887956,Rv2945c,P9WK65,CDS,Cell wall & surface,lppX,Putative phthiocerol dimycocerosate transporter LppX,,,,,,LppX/LprAFG lipoprotein family,,3D-structure;Cell membrane;Cell wall;Glycoprotein;Lipid transport;Lipoprotein;Membrane;Palmitate;Reference proteome;Secreted;Signal;Transport;Virulence
g3055,888122,Rv2946c,P96285,CDS,Cytoplasmic,pks1,Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1,metabolism,Lipid biosynthesis proteins,,,,,Lipid metabolism; fatty acid biosynthesis,Acyltransferase;Fatty acid metabolism;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g3056,887291,Rv2947c,P96284,CDS,Plasma Membrane,pks15,Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15,metabolism,Lipid biosynthesis proteins,,,,,,Reference proteome;Transferase
g3057,887295,Rv2948c,P9WQ61,CDS,Cytoplasmic,fadD22,p-hydroxybenzoic acid--AMP ligase FadD22,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,Lipid metabolism; fatty acid biosynthesis,Fatty acid metabolism;Ligase;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome
g3058,887206,Rv2949c,P9WIC5,CDS,Cytoplasmic,,Chorismate pyruvate-lyase,,,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,chorismate pyruvate-lyase type 2 family,,Lyase;Reference proteome
g3059,887202,Rv2950c,P95141,CDS,Cytoplasmic,fadD29,4-hydroxyphenylalkanoate adenylyltransferase,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,Lipid metabolism; fatty acid biosynthesis,ATP-binding;Fatty acid metabolism;Ligase;Lipid metabolism;Nucleotide-binding;Reference proteome
g3060,887887,Rv2951c,P9WIB7,CDS,Cytoplasmic,,Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase,,,,,,mer family. Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase subfamily,,Lipid biosynthesis;Lipid metabolism;Oxidoreductase;Reference proteome
g3061,887311,Rv2952,P9WIN3,CDS,Cytoplasmic,,Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase,,,,,,methyltransferase superfamily. Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase family,,Lipid biosynthesis;Lipid metabolism;Methyltransferase;Reference proteome;Transferase
g3062,887772,Rv2953,P9WGV5,CDS,Cytoplasmic,,Trans-acting enoyl reductase,metabolism,Lipid biosynthesis proteins,,,,saccharopine dehydrogenase family. Enoyl reductase subfamily,,Lipid biosynthesis;Lipid metabolism;Oxidoreductase;Reference proteome
g3063,887214,Rv2954c,I6X5U4,CDS,Cytoplasmic,,Methyltransferase type 12 domain-containing protein,,,,,,,,Reference proteome
g3064,887318,Rv2955c,P95137,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g3065,887486,Rv2956,I6Y242,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g3066,887258,Rv2957,P9WMX7,CDS,Plasma Membrane,,PGL/p-HBAD biosynthesis glycosyltransferase Rv2957,,,,,,glycosyltransferase 2 family,,Glycosyltransferase;Reference proteome;Transferase
g3067,887816,Rv2958c,P9WFR1,CDS,Plasma Membrane,,PGL/p-HBAD biosynthesis glycosyltransferase Rv2958c,,,,,,UDP-glycosyltransferase family,,Glycosyltransferase;Reference proteome;Transferase
g3068,887862,Rv2959c,P9WIM5,CDS,Plasma Membrane,,Rhamnosyl O-methyltransferase,,,,,,rhamnosyl O-methyltransferase family,,Lipid biosynthesis;Lipid metabolism;Methyltransferase;Reference proteome;Signal;Transferase
g3069,887224,Rv2960c,P95133,CDS,Extracellular,,hypothetical protein,,,,,,,,Reference proteome
g3070,887316,Rv2961,P95131,CDS,Extracellular,,transposase,,,,,,,,Reference proteome
g3071,887892,Rv2962c,P9WN09,CDS,Plasma Membrane,,PGL/p-HBAD biosynthesis rhamnosyltransferase,,,,,,glycosyltransferase 28 family,,Glycosyltransferase;Reference proteome;Transferase
g3072,887263,Rv2963,I6YET7,CDS,Plasma Membrane,,Putative permease Rv2963,,,,,,UPF0718 family,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g3073,887338,Rv2964,P9WHM3,CDS,Cytoplasmic,purU,Formyltetrahydrofolate deformylase,,,Metabolism,Carbohydrate metabolism; Metabolism of cofactors and vitamins,Glyoxylate and dicarboxylate metabolism; One carbon pool by folate,PurU family,"Purine metabolism; IMP biosynthesis via de novo pathway; formate from 10-formyl-5,6,7,8-tetrahydrofolate",Hydrolase;One-carbon metabolism;Purine biosynthesis;Reference proteome
g3074,888423,Rv2965c,P9WPA5,CDS,Cytoplasmic,coaD,Phosphopantetheine adenylyltransferase,,,Metabolism,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,bacterial CoaD family,Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate,3D-structure;Acetylation;ATP-binding;Coenzyme A biosynthesis;Cytoplasm;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
g3075,888469,Rv2966c,I6XFS7,CDS,Cytoplasmic,,RNA/DNA methyltransferase Rv2966c,genetic information processing,Ribosome biogenesis,,,,methyltransferase superfamily,,3D-structure;Host cytoplasm;Host nucleus;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Secreted;Transferase;Virulence
g3076,887299,Rv2967c,I6YEU0,CDS,Cytoplasmic,pca,Pyruvate carboxylase,,,Metabolism,Carbohydrate metabolism; Energy metabolism,Citrate cycle (TCA cycle); Pyruvate metabolism; Other carbon fixation pathways,,Carbohydrate biosynthesis; gluconeogenesis,3D-structure;ATP-binding;Biotin;Gluconeogenesis;Ligase;Metal-binding;Multifunctional enzyme;Nucleotide-binding;Pyruvate;Reference proteome;Zinc
g3077,888476,Rv2968c,I6X5W1,CDS,Plasma Membrane,,integral membrane protein,,,,,,VKOR family,,Disulfide bond;Membrane;Oxidoreductase;Quinone;Redox-active center;Reference proteome;Transmembrane;Transmembrane helix
g3078,888481,Rv2969c,O33272,CDS,Plasma Membrane,,hypothetical protein,,,,,,thioredoxin family. DsbA subfamily,,3D-structure;Disulfide bond;Membrane;Oxidoreductase;Redox-active center;Reference proteome;Signal;Transmembrane;Transmembrane helix
g3079,3205038,Rv2970A,I6XFT2,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g3080,887194,Rv2970c,P95125,CDS,Cytoplasmic,lipN,Carboxylic ester hydrolase LipN,,,,,,'GDXG' lipolytic enzyme family,,Cytoplasm;Hydrolase;Reference proteome
g3081,887275,Rv2971,P9WQA5,CDS,Cytoplasmic,,Aldo-keto reductase Rv2971,,,,,,aldo/keto reductase family,,3D-structure;NADP;Oxidoreductase;Reference proteome
g3082,887191,Rv2972c,I6X5W6,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Reference proteome
g3083,887439,Rv2973c,P9WMQ7,CDS,Cytoplasmic,recG,ATP-dependent DNA helicase RecG,genetic information processing,DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,Homologous recombination,helicase family. RecG subfamily,,ATP-binding;DNA damage;DNA recombination;DNA repair;DNA-binding;Helicase;Hydrolase;Isomerase;Nucleotide-binding;Reference proteome
g3084,887383,Rv2974c,I6Y259,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g3085,19394683,Rv2975a,P0DV54,CDS,Extracellular,rpmB3,Large ribosomal subunit protein bL28C,genetic information processing,Ribosome,Genetic Information Processing,Translation,Ribosome,bacterial ribosomal protein bL28 family,,3D-structure;Direct protein sequencing;Metal-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;Zinc
g3086,887512,Rv2975c,P95120,CDS,Cytoplasmic,,DhaL domain-containing protein,,,,,,,,Reference proteome
g3087,887410,Rv2976c,P9WFQ9,CDS,Cytoplasmic,ung,Uracil-DNA glycosylase,genetic information processing,DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,Base excision repair,uracil-DNA glycosylase (UDG) superfamily. UNG family,,3D-structure;Cytoplasm;DNA damage;DNA repair;Hydrolase;Reference proteome
g3088,888342,Rv2977c,P9WG71,CDS,Cytoplasmic,thiL,Thiamine-monophosphate kinase,,,Metabolism,Metabolism of cofactors and vitamins,Thiamine metabolism,thiamine-monophosphate kinase family,Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine diphosphate from thiamine phosphate,ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Thiamine biosynthesis;Transferase
g3089,887390,Rv2978c,I6Y263,CDS,Cytoplasmic,,transposase,,,,,,In the C-terminal section; belongs to the transposase 35 family; In the N-terminal section; belongs to the transposase 2 family,,DNA recombination;DNA-binding;Metal-binding;Reference proteome;Transposition;Zinc
g3090,888325,Rv2979c,I6XFU1,CDS,Cytoplasmic,,resolvase,,,,,,,,DNA integration;DNA recombination;DNA-binding;Reference proteome
g3091,887506,Rv2980,P95115,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g3092,888415,Rv2981c,P9WP31,CDS,Cytoplasmic,ddl,D-alanine--D-alanine ligase,metabolism,Peptidoglycan biosynthesis and degradation proteins,Metabolism; Human Diseases,Metabolism of other amino acids; Glycan biosynthesis and metabolism; Drug resistance: antimicrobial,D-Amino acid metabolism; Peptidoglycan biosynthesis; Vancomycin resistance,D-alanine--D-alanine ligase family,Cell wall biogenesis; peptidoglycan biosynthesis,3D-structure;ATP-binding;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome
